modele,accuracy,precision_high,recall_high,f1_high,precision_low,recall_low,f1_low
Arbre de decision sklearn,0.6448356002590773,0.7200830066866497,0.827635554142153,0.770122312093115,0.2871547566856642,0.17750677506775067,0.21939373639256407
