modele,accuracy,precision_high,recall_high,f1_high,precision_low,recall_low,f1_low
Arbre de decision maison,0.6471596753914733,0.7206652577414316,0.8313987385381884,0.7720818054290848,0.2901138138808302,0.17615176151761516,0.2192058005227215
